1_Field name,2_Reservoir unit,5_Resource uncertainty,8_Country,10_Region,11_Basin name,15_Latitude,16_Longitude,18_Hydrocarbon type (main),32_Current status year,33_Current reservoir status,34_Current production stage,38_Well count (total producer),52_Well spacing (average) (ac),70_Production rate (peak oil equivalent) (BOEPD),72_Onshore or offshore,73_Water_Depth (ft),75_Temperature (original) (deg. F),77_Pressure (original) (psi),82_Drive mechanism (main),111_Trapping mechanism (main),116_Depth to top reservoir (ft TVD),117_Reservoir top subsea depth (ft TVDSS),118_Structural flank dip (average) (deg.),135_Hydrocarbon column height (original total) (ft),149_Reservoir period,153_Depositional system (main),161_Reservoir architecture (main),163_Fluid flow restriction,170_Gross reservoir thickness (average) (ft),176_Net/gross ratio (average),179_Net pay (average) (m),182_Reservoir lithology (main),184_Grain_Size_Texture,189_Composition,199_Fracture reservoir type,200_Porosity type (main),204_Porosity (matrix average) (%),210_Permeability (air average) (mD),218_API gravity (average) (deg. API),225_Viscosity (oil average) (cp),236_Oil_impurities (average),243_Gas_impurities (average),252_GOR (initial average) (SCF/STB),255_Condensate yield (initial average) (BC/MMCFG),258_FVF (oil average) (RB/STB),263_Bubble point pressure (average) (psi),273_Formation water salinity (average) (mg/L),276_Water saturation (initial average) (%),293_Original in-place oil equivalent (MMBOE),304_Recovery factor (primary oil) (%),307_Recovery factor (ultimate oil) (%),308_Recovery factor (ultimate gas) (%),320_Secondary recovery methods,325_EOR methods,333_Improved recovery methods (other),334_Improved recovery methods (drilling),335_Improved recovery methods (stimulation),336_Improved recovery methods (water injection optimization),337_Improved recovery methods (artificial lift),338_Improved recovery methods (sand control),339_Improved recovery methods (other reservoir management),76_Pressure_Temp_depth (ft TVDSS)
ELKHORN RANCH,MISSION CANYON (MADISON),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,WILLISTON,47.2376,-103.5028,OIL,2008,PRIMARY RECOVERY,SECONDARY MATURE,40,80,3624,ONSHORE,-2300,216,4490,AQUIFER DRIVE,255:HYDRODYNAMIC,9125,6825,1.3,125,CARBONIFEROUS,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,TIGHT CARBONATELATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE,105,,12.19,CARBONATES,MUDSTONE/WACKESTONE,BRACHIOPOD/CRINOID,TYPE IV,INTERCRYSTALLINE,16,25,46,0.23,0,0,450,,1.63,,100000,35,50,,44,,,,DRILLING/STIMULATION,INFILL WELL/HORIZONTAL WELL,ACIDIZATION,,,,,
ELM COULEE,MIDDLE BAKKEN,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,WILLISTON,47.5024,-104.48,OIL,2012,PRIMARY RECOVERY,DECLINE,744,640,52000,ONSHORE,-2360,240,5000,GAS DRIVE,2112:LATERAL DEPOSITIONAL PINCH-OUT,5850,3488,0.5,2400,DEVONIAN,11:LOW-ENERGY CARBONATE MUD,,TIGHT CARBONATE,,,,CARBONATES,,BRACHIOPOD/CRINOID,,INTERCRYSTALLINE,9,0.04,42,0.36,0,0,500,,1.43,2100,,8,2700,10,10,,,,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL/MULTI-LATERAL WELL,HYDRAULIC FRACTURING (MULTI-STAGE),,,,INDIVIDUAL WELL GAS HUFF-N-PUFF/RE-COMPLETION/STEP-OUT DEVELOPMENT DRILLING,8138
EMMA,ELLENBURGER,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,PERMIAN,32.127,-102.6353,OIL,2011,PRIMARY RECOVERY,MATURE,27,40,9953,ONSHORE,-3150,185,5337,AQUIFER DRIVE,1112:FORELAND ANTICLINE,12150,9000,10,450,ORDOVICIAN,11:LOW-ENERGY CARBONATE MUD,LABYRINTH,TIGHT CARBONATENON-KARSTIC ZONE,460,,,CARBONATES,GRAINSTONE,ALGAE,,BRECCIA,3,54,49,0.5,0,0,636,,1.4,,,20,230,20.4,20.4,,,,STIMULATION/OTHER RESERVOIR MANAGEMENT,,ACIDIZATION,,,,RE-COMPLETION/SELECTIVE PERFORATION,9000
EMMA,SAN ANDRES,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,PERMIAN,32.127,-102.6353,OIL,2011,SECONDARY RECOVERY,MATURE,110,20,2784,ONSHORE,-3150,104,1550,GAS DRIVE,1161:FAULT-BLOCK COMPACTION ANTICLINE,4185,985,2,180,PERMIAN,12:HIGH-ENERGY CARBONATE SAND,TANK LIKE,TIGHT CARBONATELATERAL FACIES CHANGE,350,,12.19,CARBONATES,GRAINSTONE,FUSULINID,,INTERPARTICLE/INTERCRYSTALLINE,8,3.5,34,,0,0,,,1.15,790,,20,48.4,36.8,43.8,,CONTINUOUS WATER INJECTION,,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL,ACIDIZATION,,ROD PUMP,,RE-COMPLETION,1000
EMPIRE ABO,ABO,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,PERMIAN,32.7677,-104.2507,OIL,2009,SECONDARY RECOVERY,MATURE,382,10,41528,ONSHORE,-4000,109,2359,AQUIFER DRIVE,2121:ORGANIC BUILDUP,5621,1621,1,1044,PERMIAN,13:ORGANIC BUILDUP,, NON-FRACTURED ZONE,300,,46.03,CARBONATES,PACKSTONE/BOUNDSTONE,TUBIPHYTES,TYPE IV,VUGGY,6.4,50,43,0.39,0,0,1250,,1.61,2231,,40,383,52.2,60,,GAS RECYCLING,,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),,ROD PUMP/HYDRAULIC JET PUMP,,COILED TUBING TREATMENT/HIGH GOR WELL SHUT-IN/RE-COMPLETION,2264
FAHUD,NATIH,1P ,OMAN,MIDDLE EAST,FAHUD SALT,22.2944,56.525,OIL,2007,SECONDARY RECOVERY,MATURE,380,5.6,220000,ONSHORE,-590,135,889,AQUIFER DRIVE,1211:TILTED FAULT-BLOCK,754,164,15,1575,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,TIGHT CARBONATELATERAL FACIES CHANGE/NON-FRACTURED ZONE,1440,,,CARBONATES,WACKESTONE/PACKSTONE,FORAMINIFERA/RUDIST,TYPE III,MICROPOROSITY,29,10,31,2.2,0,0,145,,1.1,780,120000,15,6300,,30,,CONTINUOUS WATER INJECTION/GAS INJECTION,THERMAL,DRILLING/STIMULATION/WATER INJECTION OPTIMIZATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL/MULTI-LATERAL WELL/SLIM-HOLE WELL,ACIDIZATION,MODIFICATION IN INJECTION PATTERN,GAS LIFT,,COILED TUBING TREATMENT/GAS SHUT-OFF/SIDETRACKING,
FAIRWAY,JAMES LIMESTONE,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,32.1068,-95.5215,OIL,2011,ENHANCED OIL RECOVERY,MATURE,152,120,48819,ONSHORE,-700,265,5924,AQUIFER DRIVE,1151:SALT-DIAPIR ANTICLINE,10000,9280,1.5,270,CRETACEOUS,13:ORGANIC BUILDUP,LAYER-CAKE,TIGHT CARBONATELATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE,150,0.47,21.34,CARBONATES,WACKESTONE/GRAINSTONE/BOUNDSTONE,RUDIST,,MOLDIC/VUGGY,11,25,48,0.13,0,0,1500,,1.95,4223,170000,18,410,16.3,52.4,,WAG IMMISCIBLE INJECTION,MISCIBLE,DRILLING/WATER INJECTION OPTIMIZATION/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL,,WATER INJECTION ON A ZONAL BASIS,,,DEPRESSURIZATION/HIGH GOR WELL SHUT-IN/HIGH WATER-CUT WELL SHUT-IN/RE-COMPLETION/SHUT-IN WELL REOPEN/STEP-OUT DEVELOPMENT DRILLING,9300
FATEH,MISHRIF,1P ,UNITED ARAB EMIRATES,MIDDLE EAST,RUB AL KHALI,25.6,54.43,OIL,1983,SECONDARY RECOVERY,PEAK OR PLATEAU,240,120,186294,OFFSHORE,160,230,4230,AQUIFER DRIVE,2212:PALEOSTRUCTURAL SUBCROP,7740,7900,6.5,822,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,PALEO-HIGH OR INTRUSIVE MASS/TAR MATSEALING FAULT,250,0.3,22.86,CARBONATES,PACKSTONE/GRAINSTONE/BOUNDSTONE,RUDIST,,MOLDIC/VUGGY,20,50,32,0.57,0,0,350,,1.35,1609,141000,12,2964,25,60,,CONTINUOUS WATER INJECTION,,DRILLING/STIMULATION/WATER INJECTION OPTIMIZATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL,HYDRAULIC FRACTURING (SINGLE STAGE)/ACID FRACTURING/SCALE INHIBITOR TREATMENT,CHANGING WATER INJECTION DIRECTION,GAS LIFT,,SIDETRACKING/WATER PLUGGING,
FULLERTON,WICHITA-CLEARFORK,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,PERMIAN,32.388,-102.803,OIL,2000,SECONDARY RECOVERY,SECONDARY DECLINE,669,20,38312,ONSHORE,-3300,110,2940,GAS DRIVE,1161:FAULT-BLOCK COMPACTION ANTICLINE,6700,3400,2,350,PERMIAN,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TIGHT CARBONATE/EVAPORITELATERAL FACIES CHANGE,600,,45.72,CARBONATES,PACKSTONE/GRAINSTONE,FORAMINIFERA,,INTERCRYSTALLINE,10,3,42,0.43,0,1.8,1250,,1.62,2370,,21,1300,13.6,24.6,,CONTINUOUS WATER INJECTION/GAS RECYCLING,,DRILLING/STIMULATION/WATER INJECTION OPTIMIZATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL,ACIDIZATION/ABOVE FORMATION BREAKDOWN PRESSURE WATER INJECTION,MODIFICATION IN INJECTION PATTERN/SELECTIVE INJECTION,ROD PUMP,,ADDITIONAL PERFORATION/COILED TUBING TREATMENT/PROFILE MODIFICATION/SELECTIVE PERFORATION/WATER PLUGGING,3900
GACHSARAN,ASMARI,1P ,IRAN,MIDDLE EAST,ZAGROS,30.2201,50.8063,OIL,1996,SECONDARY RECOVERY,PRIMARY REJUVENATING,145,0,921000,ONSHORE,-2200,140,3572,AQUIFER DRIVE,1112:FORELAND ANTICLINE,2627,427,30,7516,NEOGENE/PALEOGENE,11:LOW-ENERGY CARBONATE MUD,TANK LIKE, NON-FRACTURED ZONE,1600,0.46,,CARBONATES,WACKESTONE/PACKSTONE,ALGAE/FORAMINIFERA,TYPE II,MOLDIC,9,4,31.1,1.35,1.75,1.5,500,,1.26,2756,97583,29,52900,,30.6,,GAS INJECTION,,STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,,ACIDIZATION/SCALE INHIBITOR TREATMENT,,GAS LIFT,,COILED TUBING TREATMENT/GAS CONING CONTROL/WATER CONING CONTROL,5000
GAROUPA,MACAE (QUISSAMA),1P ,BRAZIL,LATIN AMERICA,CAMPOS,-22.379,-40.4117,OIL,1997,PRIMARY RECOVERY,DECLINE,21,0,31330,OFFSHORE,407,215,5260,AQUIFER DRIVE,1181:ROLLOVER ANTICLINE,9845,10252,3,476,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TIGHT CARBONATELATERAL FACIES CHANGE,426.5,0.7,49.99,CARBONATES,PACKSTONE,ONCOLITE,,MOLDIC,19,175,30.5,,0,0,466,,,,,12,275,,45.4,,,,DRILLING/STIMULATION/ARTIFICIAL LIFT,,ACIDIZATION,,GAS LIFT,,,
GARZAN,GARZAN,1P ,TURKEY,MIDDLE EAST,TAURUS,37.8758,41.4911,OIL,2000,SECONDARY RECOVERY,MATURE,83,45,6635,ONSHORE,-3182,158,1350,AQUIFER DRIVE,1111:THRUST ANTICLINE,4363,1181,10,590,CRETACEOUS,13:ORGANIC BUILDUP,JIGSAW-PUZZLE,BLOCK-BOUNDING FAULT/STRUCTURAL SADDLELATERAL FACIES CHANGE/SEALING FAULT,330,,,CARBONATES,PACKSTONE/GRAINSTONE,RUDIST,,INTERPARTICLE,15.5,12,26,6.75,0,0,87,,1.05,713,70000,25,170,,41,,CONTINUOUS WATER INJECTION,,DRILLING/STIMULATION/ARTIFICIAL LIFT,INFILL WELL,ACIDIZATION,,ROD PUMP/PCP,,,
GELA,TAORMINA,1P ,ITALY,EUROPE,CALTANISSETTA,37.0614,14.2858,OIL,2012,PRIMARY RECOVERY,MATURE,105,62,28144,ONSHORE-OFFSHORE,15,199,4978,AQUIFER DRIVE,112:TRANSPRESSIONAL ANTICLINE,10170,10170,5,1380,TRIASSIC,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,BLOCK-BOUNDING FAULTNON-FRACTURED ZONE,2273,,,CARBONATES,MUDSTONE/BRECCIA,,TYPE II,VUGGY/CAVERNOUS,3.5,,7.3,85,0,1.26,100,,1.05,697,100000,,1305,13.4,13.4,,,,STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,,ACIDIZATION,,ROD PUMP/ESP/HYDRAULIC JET PUMP,,FLOWING RATE CONTROL/HIGH WATER-CUT WELL SHUT-IN/HOT DIESEL CIRCULATION/RE-COMPLETION/STEP-OUT DEVELOPMENT DRILLING/WATER CONING CONTROL,10951
GHAWAR,ARAB D,1P ,SAUDI ARABIA,MIDDLE EAST,THE GULF,25.925,49.2333,OIL,2006,SECONDARY RECOVERY,DECLINE,1996,0,5413333,ONSHORE,-700,216,3212,AQUIFER DRIVE,1141:BASEMENT-UPLIFT ANTICLINE,5850,5150,5,1500,JURASSIC,12:HIGH-ENERGY CARBONATE SAND,JIGSAW-PUZZLE,TIGHT CARBONATELATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE/NON-FRACTURED ZONE,300,0.4,33.53,CARBONATES,PACKSTONE/GRAINSTONE,ALGAE/FORAMINIFERA,,INTERPARTICLE,16,1000,34,1,0,2.03,520,40,1.33,1820,200000,15,193000,,59.6,,CONTINUOUS WATER INJECTION/GAS INJECTION,,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL/MULTI-LATERAL WELL,ACIDIZATION,,ESP,,SIDETRACKING/WATER PLUGGING,6100
GHAWAR,ARAB D (NORTH AIN DAR),1P ,SAUDI ARABIA,MIDDLE EAST,THE GULF,25.925,49.2333,OIL,2004,SECONDARY RECOVERY,DECLINE,,0,642348,ONSHORE,-700,213,3212,AQUIFER DRIVE,1141:BASEMENT-UPLIFT ANTICLINE,6500,5800,5,1500,JURASSIC,12:HIGH-ENERGY CARBONATE SAND,JIGSAW-PUZZLE,TIGHT CARBONATELATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE/NON-FRACTURED ZONE,300,0.5,45.72,CARBONATES,PACKSTONE/GRAINSTONE,ALGAE/FORAMINIFERA,,INTERPARTICLE,25,600,34,1,0,2.03,550,40,1.33,1920,240000,20,20400,,59.3,,CONTINUOUS WATER INJECTION/GAS INJECTION,,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL/MULTI-LATERAL WELL,ACIDIZATION,,ESP,,SIDETRACKING/WATER PLUGGING,6100
GIDDINGS,AUSTIN CHALK-3,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,29.77,-97.2067,OIL,2011,PRIMARY RECOVERY,SECONDARY MATURE,4200,40,92746,ONSHORE,-360,220,3800,GAS DRIVE,242:FRACTURING,5580,5218,1.5,6920,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,SHALE/TIGHT CARBONATENON-FRACTURED ZONE,110,,,CARBONATES,,COCCOLITH,TYPE II,MICROPOROSITY,5,,40,0.26,0,0,1050,,,,,65,,,,,,,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL/MULTI-LATERAL WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE)/HYDRAULIC FRACTURING (MULTI-STAGE),,ROD PUMP,,RE-COMPLETION/SIDETRACKING/STEP-OUT DEVELOPMENT DRILLING,
GLENBURN,MISSION CANYON (FROBISHER-ALIDA),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,WILLISTON,48.5237,-101.1809,OIL,2012,SECONDARY RECOVERY,SECONDARY REJUVENATING,103,40,,ONSHORE,-1950,135,2080,AQUIFER DRIVE,132:STRUCTURAL NOSE,4840,,0.5,,CARBONIFEROUS,12:HIGH-ENERGY CARBONATE SAND,JIGSAW-PUZZLE,TIGHT CARBONATE/EVAPORITELATERAL FACIES CHANGE,100,,3.05,CARBONATES,PACKSTONE/GRAINSTONE,OOLITE/PISOLITE,,FENESTRAL,17.3,23,27,,0,0,100,,,,298724,35,,19,22,,CONTINUOUS WATER INJECTION,,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL,ACIDIZATION,,ROD PUMP,,RE-COMPLETION,2900
GOLDEN LANE,EL ABRA,1P ,MEXICO,LATIN AMERICA,TAMPICO-MISANTLA,21.1833,-97.7444,OIL,1999,PRIMARY RECOVERY,DECLINE,19,0,,ONSHORE-OFFSHORE,140,122.8151023,4430,AQUIFER DRIVE,2221:BURIED-HILL,1510,1150,1,719,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,, NON-KARSTIC ZONE,4430,,,CARBONATES,WACKESTONE/PACKSTONE,FORAMINIFERA,,VUGGY/CAVERNOUS,18,,37,,0,0,,,,,,20,5970,,46,35,,,,,,,,,,
GOLDEN LANE MARINE,EL ABRA (ATUN POOL),1P ,MEXICO,LATIN AMERICA,TAMPICO-MISANTLA,20.8667,-97.0167,OIL,1999,PRIMARY RECOVERY,MATURE,19,0,27395,OFFSHORE,164,213.2435998,4430,AQUIFER DRIVE,2221:BURIED-HILL,8858,9022,1,719,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,, NON-KARSTIC ZONE,,,,CARBONATES,WACKESTONE/PACKSTONE,FORAMINIFERA,,VUGGY/CAVERNOUS,18,,37,,0,0,,,,,,20,405,,14,34,,,,,,,,,,
GOLDEN LANE NEW,EL ABRA (SANTA AGUEDA FIELD),1P ,MEXICO,LATIN AMERICA,TAMPICO-MISANTLA,20.6083,-97.3,OIL,1999,PRIMARY RECOVERY,MATURE,65,0,34207,ONSHORE,-250,159.796272,2272,AQUIFER DRIVE,2221:BURIED-HILL,4515,4265,1,541,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,, NON-KARSTIC ZONE,,,121.92,CARBONATES,WACKESTONE/PACKSTONE,FORAMINIFERA,,VUGGY/CAVERNOUS,,,16,,0,0,,,,,,,428,,32,51,,,,,,,,,,
GOLDEN LANE OLD,EL ABRA (CERRO AZUL-TOTECO-JUAN FELIPE),1P ,MEXICO,LATIN AMERICA,TAMPICO-MISANTLA,21.1833,-97.7444,OIL,1999,PRIMARY RECOVERY,MATURE,89,0,455000,ONSHORE,-492,128,1026.976018,AQUIFER DRIVE,2221:BURIED-HILL,1642,1150,1,551,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,, NON-KARSTIC ZONE,,,89.92,CARBONATES,WACKESTONE/PACKSTONE,FORAMINIFERA,,VUGGY/CAVERNOUS,,,21,,0,0,,,,,,,1375,,30,30,,,,,,,,,,
GOLDEN SPIKE,LEDUC (D-3A POOL),1P ,CANADA,NORTH AMERICA,WESTERN CANADA,53.4193,-113.8877,OIL,2009,SECONDARY RECOVERY,MATURE,61,25,51109,ONSHORE,-2350,140,2113,GAS DRIVE,2121:ORGANIC BUILDUP,5350,3000,0.4,646,DEVONIAN,13:ORGANIC BUILDUP,JIGSAW-PUZZLE,SHALE/TIGHT CARBONATELATERAL FACIES CHANGE,646,0.74,146.31,CARBONATES,GRAINSTONE/RUDSTONE/BOUNDSTONE,STROMATOPOROID,TYPE IV,INTERPARTICLE,8.7,75,37,0.79,0,3.2,420,,1.25,1393,,11,316,,61,,GAS INJECTION/GAS RECYCLING,MISCIBLE,DRILLING/STIMULATION,INFILL WELL,ACIDIZATION,,,,,
GRANT CANYON,GUILMETTE,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,GREAT,38.4534,-115.5778,OIL,2003,PRIMARY RECOVERY,MATURE,6,160,6850,ONSHORE,-4750,239,1735,AQUIFER DRIVE,1211:TILTED FAULT-BLOCK,3540,-1210,23,960,DEVONIAN,11:LOW-ENERGY CARBONATE MUD,TANK LIKE, NON-FRACTURED ZONE,,,,CARBONATES,MUDSTONE/WACKESTONE,STROMATOPOROID,TYPE II,FRACTURE/BRECCIA,,,25.7,,0,0,,,,,4345,,,,,,,,DRILLING,INFILL WELL,,,,,,-750
GREATER RUMAILA,MISHRIF,1P ,IRAQ,MIDDLE EAST,MESOPOTAMIAN,30.5,47.4,OIL,2006,PRIMARY RECOVERY,PRIMARY REJUVENATING,50,0,150000,ONSHORE,-10,190.3534249,4116.554913,AQUIFER DRIVE,1151:SALT-DIAPIR ANTICLINE,6998,6988,3,1043,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,STRUCTURAL SADDLE/TIGHT CARBONATELATERAL FACIES CHANGE,469,0.7,24.99,CARBONATES,PACKSTONE/GRAINSTONE,FORAMINIFERA/RUDIST/PELOID,,INTERPARTICLE,16,100,27.5,,0,0,475,,,,,,48000,,33.5,,,,,,,,,,,
GREATER RUMAILA,YAMAMA,3P ,IRAQ,MIDDLE EAST,MESOPOTAMIAN,30.5,47.4,OIL,2006,DEVELOPMENT PENDING,PRIMARY REJUVENATING,,0,,ONSHORE,-10,245.2652316,6690.434865,,1151:SALT-DIAPIR ANTICLINE,11460,11450,3,1525,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,STRUCTURAL SADDLE/TIGHT CARBONATELATERAL FACIES CHANGE,1050,,89.92,CARBONATES,PACKSTONE/GRAINSTONE,OOLITE/PELOID,,INTERPARTICLE,18,,35.5,,0,0,,,,,,,23500,,,,,,,,,,,,,
GROSMONT,GROSMONT,3P ,CANADA,NORTH AMERICA,WESTERN CANADA,54.8038,-113.4843,OIL,2009,DEVELOPING,DEVELOPING,,0,,ONSHORE,0,52,745,,2211:REGIONAL SUBCROP,650,,0.6,,DEVONIAN,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,SHALELATERAL DIAGENETIC CHANGE,330,,23.77,CARBONATES,PACKSTONE/GRAINSTONE/FLOATSTONE,STROMATOPOROID,,INTERCRYSTALLINE,20,60,7,1600000,0,0,,,,,,25,406000,,,,,THERMAL/CHEMICAL,DRILLING/STIMULATION/ARTIFICIAL LIFT,HORIZONTAL WELL,,,,,,
GUNUNG KEMBANG,BATURAJA,1P ,INDONESIA,ASIA-PACIFIC,SUMATRA SOUTH,-3.4386,103.2501,OIL,2008,PRIMARY RECOVERY,DECLINE,10,0,1300,ONSHORE,-265,181,1580,GAS DRIVE,2121:ORGANIC BUILDUP,3115,2850,,172,NEOGENE,13:ORGANIC BUILDUP,LAYER-CAKE, ,250,,,CARBONATES,FLOATSTONE/RUDSTONE/BAFFLESTONE/FRAMESTONE,ALGAE/CORAL,,MOLDIC/VUGGY,26,30,46.3,0.59,0,0,375,,1.26,,,,120.7,,8.2,77.5,,,DRILLING,HORIZONTAL WELL,,,,,,
HAFT KEL,ASMARI,1P ,IRAN,MIDDLE EAST,ZAGROS,31.4333,49.55,OIL,2000,SECONDARY RECOVERY,MATURE,31,360,206334,ONSHORE,-2000,110,2092,AQUIFER DRIVE,1112:FORELAND ANTICLINE,2801,801,25,2286,NEOGENE,11:LOW-ENERGY CARBONATE MUD,TANK LIKE, NON-FRACTURED ZONE,884,0.76,205.74,CARBONATES,WACKESTONE/PACKSTONE,ALGAE/FORAMINIFERA,TYPE II,MOLDIC,8,1,38,0.4,0,0.9,400,,1.17,1412,180000,,8575,,23,,GAS INJECTION,,STIMULATION/OTHER RESERVOIR MANAGEMENT,,ACIDIZATION/SCALE INHIBITOR TREATMENT,,,,GAS CONING CONTROL/WATER CONING CONTROL/WATER PLUGGING,2051
HALFAYA,ASMARI,3P ,IRAQ,MIDDLE EAST,MESOPOTAMIAN,31.614,47.424,OIL,2009,DEVELOPMENT PENDING,,,0,,ONSHORE,-46,181.0250633,3679.306817,,1151:SALT-DIAPIR ANTICLINE,6240,6194,2,230,NEOGENE/PALEOGENE,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,SHALENONE,1222,,38.1,CARBONATES,WACKESTONE/PACKSTONE,BRYOZOAN/CORAL/ECHINOID,,INTERPARTICLE,19,500,22,,0,0,,,,,200750,41,1160,,24,,,,,,,,,,,
HALFAYA,MISHRIF,3P ,IRAQ,MIDDLE EAST,MESOPOTAMIAN,31.614,47.424,OIL,2009,DEVELOPMENT PENDING,,,0,,ONSHORE,-46,207,5104,,1151:SALT-DIAPIR ANTICLINE,9295,9249,2,656,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TIGHT CARBONATELATERAL FACIES CHANGE,1342,,148.13,CARBONATES,PACKSTONE/GRAINSTONE,FORAMINIFERA/RUDIST/PELOID,,INTERPARTICLE,18,20,20.5,,2.8,0,546,,,,200000,43,9670,,24,,,,,,,,,,,
HALFAYA,SADI,3P ,IRAQ,MIDDLE EAST,MESOPOTAMIAN,31.614,47.424,OIL,2009,DEVELOPMENT PENDING,,,0,,ONSHORE,-46,209.527023,5015.278572,,1151:SALT-DIAPIR ANTICLINE,8556,8510,2,869,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,,TIGHT CARBONATENONE,419,,28.96,CARBONATES,MUDSTONE,,,,16.5,3.5,26,,0,0,,,,,220104,35,3375,,30,,,,,,,,,,,
HALFDAN,CHALK GROUP,1P ,DENMARK,EUROPE,NORTH SEA CENTRAL,55.5306,5.0073,OIL,2012,SECONDARY RECOVERY,DECLINE,53,172,150738,OFFSHORE,140,176,4200,GAS DRIVE,2111:LATERAL FACIES CHANGE,6360,6500,1,,PALEOGENE/CRETACEOUS,14:FORESLOPE-BASIN,LAYER-CAKE,TIGHT CARBONATENONE,170,,,CARBONATES,WACKESTONE,COCCOLITH,TYPE III,MICROPOROSITY,28,1.5,30,8.24,0,0,,,1.3,,,10,1615,,39,,CONTINUOUS WATER INJECTION,,DRILLING/STIMULATION/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL/MULTI-LATERAL WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE)/ACID FRACTURING/SCALE INHIBITOR TREATMENT/ABOVE FORMATION BREAKDOWN PRESSURE WATER INJECTION,,,,COILED TUBING TREATMENT/H2S CONTROL/PROFILE MODIFICATION/SELECTIVE PERFORATION/SIDETRACKING,
