1_Field name,2_Reservoir unit,5_Resource uncertainty,8_Country,10_Region,11_Basin name,15_Latitude,16_Longitude,18_Hydrocarbon type (main),32_Current status year,33_Current reservoir status,34_Current production stage,38_Well count (total producer),52_Well spacing (average) (ac),70_Production rate (peak oil equivalent) (BOEPD),72_Onshore or offshore,73_Water_Depth (ft),75_Temperature (original) (deg. F),77_Pressure (original) (psi),82_Drive mechanism (main),111_Trapping mechanism (main),116_Depth to top reservoir (ft TVD),117_Reservoir top subsea depth (ft TVDSS),118_Structural flank dip (average) (deg.),135_Hydrocarbon column height (original total) (ft),149_Reservoir period,153_Depositional system (main),161_Reservoir architecture (main),163_Fluid flow restriction,170_Gross reservoir thickness (average) (ft),176_Net/gross ratio (average),179_Net pay (average) (m),182_Reservoir lithology (main),184_Grain_Size_Texture,189_Composition,199_Fracture reservoir type,200_Porosity type (main),204_Porosity (matrix average) (%),210_Permeability (air average) (mD),218_API gravity (average) (deg. API),225_Viscosity (oil average) (cp),236_Oil_impurities (average),243_Gas_impurities (average),252_GOR (initial average) (SCF/STB),255_Condensate yield (initial average) (BC/MMCFG),258_FVF (oil average) (RB/STB),263_Bubble point pressure (average) (psi),273_Formation water salinity (average) (mg/L),276_Water saturation (initial average) (%),293_Original in-place oil equivalent (MMBOE),304_Recovery factor (primary oil) (%),307_Recovery factor (ultimate oil) (%),308_Recovery factor (ultimate gas) (%),320_Secondary recovery methods,325_EOR methods,333_Improved recovery methods (other),334_Improved recovery methods (drilling),335_Improved recovery methods (stimulation),336_Improved recovery methods (water injection optimization),337_Improved recovery methods (artificial lift),338_Improved recovery methods (sand control),339_Improved recovery methods (other reservoir management),76_Pressure_Temp_depth (ft TVDSS)
25 DE MAYO-MEDANITO SE,QUINTUCO,1P ,ARGENTINA,LATIN AMERICA,NEUQUEN,-37.9935,-67.9567,OIL,2012.0,SECONDARY RECOVERY,DECLINE,,22.24,,ONSHORE,-1059.71,147.15166557249228,1863.3,GAS DRIVE,2111:LATERAL FACIES CHANGE,3487.53,2427.82,1.5,,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TIGHT CARBONATE/EVAPORITELATERAL FACIES CHANGE,656.17,,,CARBONATES,GRAINSTONE/RUDSTONE,OOLITE,,INTERCRYSTALLINE,13.5,,33.0,,2.67,0.0,149.91,,,,,,,,,,CONTINUOUS WATER INJECTION,,DRILLING/STIMULATION/ARTIFICIAL LIFT,INFILL WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),,ESP,,,
A.J.BERMUDEZ,UNNAMED,1P ,MEXICO,LATIN AMERICA,CHIAPAS-TABASCO,17.9833,-93.1,OIL,2008.0,SECONDARY RECOVERY,MATURE,430.00,333.0,630952.0,ONSHORE,-62.0,262.0,7714.0,AQUIFER DRIVE,112:TRANSPRESSIONAL ANTICLINE,12529.0,12467.0,12.0,3900.0,CRETACEOUS/JURASSIC,14:FORESLOPE-BASIN,LAYER-CAKE,BLOCK-BOUNDING FAULTNONE,,,,CARBONATES,BRECCIA,BRECCIA,TYPE II,VUGGY,4.0,87.0,30.0,10.0,0.0,3.5,1370.0,,1.8,4700.0,270000.0,20.0,11020.0,,38.0,,CONTINUOUS WATER INJECTION/GAS INJECTION,,DRILLING/STIMULATION/ARTIFICIAL LIFT/SAND CONTROL,INFILL WELL/HORIZONTAL WELL,ACIDIZATION,,GAS LIFT,SLOTTED LINER,,15223.0
AB TEYMUR,ILAM,1P ,IRAN,MIDDLE EAST,ZAGROS,31.2097,48.4957,OIL,2000.0,DEVELOPING,DEVELOPING,Area,0.0,,ONSHORE,-40.0,210.0,5860.0,GAS DRIVE,1112:FORELAND ANTICLINE,10046.0,10006.0,5.0,1434.0,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,TIGHT CARBONATENONE,353.35,0.65,70.0,CARBONATES,WACKESTONE/PACKSTONE,,TYPE III,MICROPOROSITY,,,25.0,2.0,0.0,0.0,340.0,,1.25,1670.0,,19.0,12000.0,,10.0,,,,STIMULATION,,ACIDIZATION,,,,,10298.0
AB TEYMUR,SARVAK 1,1P ,IRAN,MIDDLE EAST,ZAGROS,31.2097,48.4957,OIL,2000.0,DEVELOPING,DEVELOPING,27.00,0.0,,ONSHORE,-40.0,219.0,5660.0,GAS DRIVE,1112:FORELAND ANTICLINE,10703.0,10663.0,8.0,1237.0,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,TIGHT CARBONATENONE,853.02,0.75,190.0,CARBONATES,WACKESTONE/PACKSTONE,,TYPE III,MICROPOROSITY,,,24.0,27.0,0.0,0.0,330.0,,1.15,1650.0,,19.0,12100.0,,10.0,,,,STIMULATION,,ACIDIZATION,,,,,12054.0
ABKATUN,BRECCIA,1P ,MEXICO,LATIN AMERICA,CAMPECHE,19.21,-91.9833,OIL, ,SECONDARY RECOVERY,DECLINE,119.00,120.0,511000.0,OFFSHORE,131.23,284.0,5598.0,GAS DRIVE,1151:SALT-DIAPIR ANTICLINE,9580.05,9711.29,15.0,2789.0,CRETACEOUS,14:FORESLOPE-BASIN,LAYER-CAKE,BLOCK-BOUNDING FAULTNON-FRACTURED ZONE,305.0,,,CARBONATES,BRECCIA,BRECCIA,TYPE II,VUGGY,9.0,3.1,28.0,,0.0,0.0,710.0,,1.53,2466.0,,,5514.0,,45.0,,CONTINUOUS WATER INJECTION,,DRILLING/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL,ACIDIZATION,,GAS LIFT,,WATER PLUGGING,11844.0
ABQAIQ,ARAB D,1P ,SAUDI ARABIA,MIDDLE EAST,THE GULF,26.08,49.81,OIL, ,SECONDARY RECOVERY,DECLINE,259.00,235.0,1000000.0,ONSHORE,-500.0,217.0,3395.0,AQUIFER DRIVE,1141:BASEMENT-UPLIFT ANTICLINE,6050.0,5550.0,7.0,1550.0,JURASSIC,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,EVAPORITENONE,220.0,,56.08,CARBONATES,PACKSTONE/GRAINSTONE,ALGAE/FORAMINIFERA,TYPE IV,INTERPARTICLE,21.0,410.0,37.0,0.4,0.0,3.7,850.0,,1.53,2545.0,,,19000.0,,,,CONTINUOUS WATER INJECTION/GAS INJECTION,,DRILLING/STIMULATION,HORIZONTAL WELL,ACIDIZATION,,,,,
ABQAIQ,HANIFA,1P ,SAUDI ARABIA,MIDDLE EAST,THE GULF,26.08,49.81,OIL,2006.0,SECONDARY RECOVERY,DECLINE,,235.0,,ONSHORE,-500.0,217.0,3395.0,AQUIFER DRIVE,1141:BASEMENT-UPLIFT ANTICLINE,6380.0,5880.0,7.0,950.0,JURASSIC,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,TIGHT CARBONATENONE,328.0,,,CARBONATES,MUDSTONE/WACKESTONE,ALGAE/FORAMINIFERA,TYPE III,MICROPOROSITY,17.0,1.0,37.0,0.4,0.0,3.7,850.0,,1.53,2545.0,,,5700.0,,,,CONTINUOUS WATER INJECTION,,DRILLING/STIMULATION/ARTIFICIAL LIFT,HORIZONTAL WELL,ACIDIZATION,,ROD PUMP/GAS LIFT,,,
AHWAZ,ILAM (SIRRI A),1P ,IRAN,MIDDLE EAST,ZAGROS,31.2095,48.949,OIL,2010.0,SECONDARY RECOVERY,SECONDARY PEAK OR PLATEAU,450.00,0.0,108200.0,ONSHORE,-80.0,220.0,5947.0,GAS DRIVE,1112:FORELAND ANTICLINE,10080.0,10000.0,20.0,1800.0,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TIGHT CARBONATENONE,560.0,0.64,88.09,CARBONATES,PACKSTONE/GRAINSTONE,PELOID,TYPE III,MICROPOROSITY,14.0,,29.0,1.28,0.0,0.0,782.0,,1.41,3188.0,,24.0,11000.0,,18.0,,GAS INJECTION,,STIMULATION/ARTIFICIAL LIFT,,ACID FRACTURING,,ESP/GAS LIFT,,,11095.5
AHWAZ,SARVAK,1P ,IRAN,MIDDLE EAST,ZAGROS,31.2095,48.949,OIL,2010.0,SECONDARY RECOVERY,SECONDARY PEAK OR PLATEAU,450.00,0.0,108200.0,ONSHORE,-80.0,245.0,6381.0,GAS DRIVE,1112:FORELAND ANTICLINE,10680.0,10600.0,20.0,,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TIGHT CARBONATENONE,2400.0,0.37,199.65,CARBONATES,PACKSTONE/GRAINSTONE,PELOID,TYPE III,MICROPOROSITY,9.0,,25.8,1.3,4.0,0.0,438.0,,1.27,1988.0,,30.0,20000.0,,30.0,,GAS INJECTION,,STIMULATION/ARTIFICIAL LIFT,,ACID FRACTURING,,ESP/GAS LIFT,,,11752.0
AIN ZALAH,QAMCHUQA,1P ,IRAQ,MIDDLE EAST,ZAGROS,36.7333,42.4833,OIL,1980.0,SECONDARY RECOVERY,DECLINE,,556.0,,ONSHORE,-1500.0,185.0,3180.0,AQUIFER DRIVE,113:INVERSION ANTICLINE,7550.0,6050.0,10.0,525.0,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,TANK LIKE, NONE,540.0,0.61,100.59,CARBONATES,WACKESTONE/PACKSTONE,,TYPE II,INTERCRYSTALLINE,1.3,1.0,30.7,,0.0,0.03,250.0,,1.15,1078.0,39542.0,20.0,975.0,,30.0,,CONTINUOUS WATER INJECTION,,STIMULATION,,ACIDIZATION,,,,,5780.0
AIN ZALAH,SHIRANISH,1P ,IRAQ,MIDDLE EAST,ZAGROS,36.7333,42.4833,OIL,1980.0,SECONDARY RECOVERY,DECLINE,,556.0,,ONSHORE,-1500.0,148.0,2422.0,AQUIFER DRIVE,113:INVERSION ANTICLINE,4930.0,3430.0,10.0,3145.0,CRETACEOUS,14:FORESLOPE-BASIN,TANK LIKE, NONE,2310.0,0.13,91.44,CARBONATES,WACKESTONE/PACKSTONE,PLANKTONIC FORAMINIFERA,TYPE I,FRACTURE,3.3,1.0,31.5,,0.0,0.01,250.0,,1.18,1450.0,11822.0,20.0,,,20.0,,CONTINUOUS WATER INJECTION,,STIMULATION,,ACIDIZATION,,,,,3600.0
AL HUWAISAH,SHUAIBA,1P ,OMAN,MIDDLE EAST,FAHUD SALT,21.9607,56.0452,OIL,2003.0,SECONDARY RECOVERY,PRIMARY REJUVENATING,,14.0,41806.0,ONSHORE,-299.0,176.0,2466.0,AQUIFER DRIVE,1151:SALT-DIAPIR ANTICLINE,5056.0,4757.0,1.5,171.0,CRETACEOUS,13:ORGANIC BUILDUP,TANK LIKE, LATERAL FACIES CHANGE,250.0,0.4,30.48,CARBONATES,PACKSTONE/GRAINSTONE/BOUNDSTONE,RUDIST,,MOLDIC/VUGGY,21.0,20.0,38.0,1.2,0.0,0.0,,,,870.0,,,1566.0,,24.97,,CONTINUOUS WATER INJECTION,,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL,ACIDIZATION,,ESP/GAS LIFT,,COILED TUBING TREATMENT/SIDETRACKING/STEP-OUT DEVELOPMENT DRILLING/WATER PLUGGING,
AL KHALIJ,MISHRIF,1P ,QATAR,MIDDLE EAST,THE GULF,25.9434,52.7391,OIL,2007.0,SECONDARY RECOVERY,PEAK OR PLATEAU,34.00,820.0,,OFFSHORE,197.0,127.0,1915.0,AQUIFER DRIVE,2231:ONLAP ONTO REGIONAL UNCONFORMITY,3543.0,3740.0,0.2,197.0,JURASSIC,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE, LATERAL FACIES CHANGE,210.0,0.55,35.05,CARBONATES,RUDSTONE,CORAL/RUDIST,TYPE IV,VUGGY,20.0,10.0,28.0,2.4,0.0,0.0,232.0,,,,210000.0,,,,,,CONTINUOUS WATER INJECTION,,DRILLING/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL/EXTENDED REACH WELL,,,,,ACID WASH/SIDETRACKING,3870.0
AL SHAHEEN,KHARAIB,1P ,QATAR,MIDDLE EAST,THE GULF,26.5833,51.9167,OIL,2011.0,DEVELOPING,DEVELOPING,,0.0,300000.0,OFFSHORE,200.0,141.15185536815494,1810.3307866256496,GAS DRIVE,2111:LATERAL FACIES CHANGE,3000.0,3200.0,0.3,,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,JIGSAW-PUZZLE,SHALE/TIGHT CARBONATELATERAL FACIES CHANGE,120.0,,,CARBONATES,PACKSTONE/GRAINSTONE,ALGAE,,INTERCRYSTALLINE,23.0,3.0,26.0,,0.0,0.0,,,,,,,17000.0,,25.0,,GAS INJECTION,,DRILLING,INFILL WELL/HORIZONTAL WELL/MULTI-LATERAL WELL,,,,,,
AL SHAHEEN,SHUAIBA,1P ,QATAR,MIDDLE EAST,THE GULF,26.5833,51.9167,OIL,2011.0,DEVELOPING,DEVELOPING,,0.0,300000.0,OFFSHORE,200.0,137.4598916709441,1637.277450504429,GAS DRIVE,2111:LATERAL FACIES CHANGE,2700.0,2900.0,0.3,,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,JIGSAW-PUZZLE, LATERAL FACIES CHANGE,150.0,,,CARBONATES,PACKSTONE/GRAINSTONE/BOUNDSTONE,CORAL,,MOLDIC/VUGGY,20.0,14.0,30.0,,0.0,0.0,,,,,,,17000.0,,25.0,,GAS INJECTION,,DRILLING,INFILL WELL/HORIZONTAL WELL/MULTI-LATERAL WELL,,,,,,
ALABAMA FERRY,UPPER GLEN ROSE D ZONE,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,31.2143,-95.7981,OIL,2011.0,SECONDARY RECOVERY,SECONDARY MATURE,314.00,160.0,10131.0,ONSHORE,-200.0,220.0,4948.0,GAS DRIVE,2111:LATERAL FACIES CHANGE,8700.0,8500.0,1.5,1600.0,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,SHALE/TIGHT CARBONATELATERAL FACIES CHANGE,95.0,0.15,4.57,CARBONATES,GRAINSTONE,MOLLUSCS/OOLITE,,INTERPARTICLE/MOLDIC,12.0,20.0,45.0,0.11,0.0,0.0,2000.0,,2.4,4527.0,,25.0,100.0,17.0,37.0,,CONTINUOUS WATER INJECTION,,STIMULATION/OTHER RESERVOIR MANAGEMENT,,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),,,,STEP-OUT DEVELOPMENT DRILLING,9700.0
ALBION-SCIPIO,TRENTON-BLACK RIVER,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,MICHIGAN,41.9937,-84.6016,OIL,1985.0,PRIMARY RECOVERY,MATURE,961.00,20.0,32358.0,ONSHORE,-1100.0,105.0,1593.0,GAS DRIVE,241:DOLOMITIZATION-DISSOLUTION,3400.0,2300.0,0.5,400.0,ORDOVICIAN,11:LOW-ENERGY CARBONATE MUD,JIGSAW-PUZZLE/LABYRINTH,SHALE/TIGHT CARBONATELATERAL DIAGENETIC CHANGE/SEALING FAULT,600.0,,121.92,CARBONATES,MUDSTONE/WACKESTONE/PACKSTONE,CRINOID,,INTERCRYSTALLINE/VUGGY,3.0,1.0,42.0,0.97,0.0,1.52,550.0,,1.23,1512.0,225000.0,,336.0,45.0,45.0,91.0,,,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),,ROD PUMP/ESP/PLUNGER LIFT,,GAS CONING CONTROL/PUMP SIZE OPTIMIZATION/RE-COMPLETION/RE-PERFORATION/SELECTIVE PERFORATION/STEP-OUT DEVELOPMENT DRILLING/WATER CONING CONTROL/WATER PLUGGING/WAX REMOVAL,2800.0
ALIBEKMOLA,KT-I,1P ,KAZAKHSTAN,FORMER SOVIET UNION,CASPIAN NORTH,48.474,57.6667,OIL,2004.0,DEVELOPING,DEVELOPING,10.00,0.0,,ONSHORE,-750.0,100.0,2828.0,AQUIFER DRIVE,123:THRUST FAULT,5780.0,5230.0,10.0,564.0,CARBONIFEROUS,12:HIGH-ENERGY CARBONATE SAND,JIGSAW-PUZZLE, LATERAL FACIES CHANGE,1700.0,0.08,32.0,CARBONATES,PACKSTONE/GRAINSTONE,ALGAE/FORAMINIFERA,TYPE IV,INTERPARTICLE,10.0,20.0,30.0,20.0,11.9,0.0,400.0,,,,110000.0,20.0,41.0,,30.0,,CONTINUOUS WATER INJECTION,,,,,,,,,6560.0
ALIBEKMOLA,KT-II,1P ,KAZAKHSTAN,FORMER SOVIET UNION,CASPIAN NORTH,48.474,57.6667,OIL,2004.0,DEVELOPING,DEVELOPING,10.00,0.0,,ONSHORE,-750.0,145.0,4930.0,GAS DRIVE,123:THRUST FAULT,9480.0,8730.0,10.0,2165.0,CARBONIFEROUS,12:HIGH-ENERGY CARBONATE SAND,JIGSAW-PUZZLE, LATERAL FACIES CHANGE,607.0,0.18,32.92,CARBONATES,PACKSTONE/GRAINSTONE/BOUNDSTONE,ALGAE/FORAMINIFERA,TYPE IV,INTERPARTICLE,10.0,20.0,37.0,4.0,6.7,2.6,1340.0,8.0,,4060.0,120000.0,27.0,337.0,,30.0,,CONTINUOUS WATER INJECTION,,STIMULATION,,176_Net/gross ratio (average),,,,,10660.0
AMPOSTA MARINO,MONTSIA,1P ,SPAIN,EUROPE,GULF OF VALENCIA,40.3864,0.7173,OIL,1989.0,ABANDONED,,6.00,100.0,36000.0,OFFSHORE,200.0,261.0,2830.0,AQUIFER DRIVE,2212:PALEOSTRUCTURAL SUBCROP,5312.0,5512.0,20.0,853.0,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,JIGSAW-PUZZLE, NON-KARSTIC ZONE/SEALING FAULT,1970.0,,149.96,CARBONATES,WACKESTONE/PACKSTONE,PELOID,TYPE II,FRACTURE/CAVERNOUS,2.0,1.0,17.4,6.15,9.0,0.0,345.0,,1.2,1770.0,11000.0,,110.0,,51.0,,GAS INJECTION,,,,,,,,,6463.5
ANASAZI,PARADOX (DESERT CREEK),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,PARADOX,37.0789,-109.2333,OIL,2002.0,PRIMARY RECOVERY,MATURE,4.00,40.0,1309.0,ONSHORE,-4790.0,138.0,1945.0,GAS DRIVE,2121:ORGANIC BUILDUP,5531.0,741.0,3.5,110.0,CARBONIFEROUS,13:ORGANIC BUILDUP,JIGSAW-PUZZLE,TIGHT CARBONATE/EVAPORITELATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE,80.0,0.57,14.02,CARBONATES,GRAINSTONE/BAFFLESTONE,PHYLLOID ALGAE,,SHELTER,14.1,15.0,41.0,0.95,0.0,0.4,364.0,,1.2,1023.0,175000.0,15.0,10.96,23.3,23.3,,,,DRILLING/STIMULATION/OTHER RESERVOIR MANAGEMENT,INFILL WELL,ACIDIZATION,,,,SELECTIVE PERFORATION,987.0
ANETH,PARADOX (DESERT CREEK),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,PARADOX,37.3038,-109.2469,OIL,2008.0,ENHANCED OIL RECOVERY,MATURE,535.00,0.0,71712.0,ONSHORE,-4750.0,122.0,2170.0,GAS DRIVE,2121:ORGANIC BUILDUP,5470.0,720.0,2.0,260.0,CARBONIFEROUS,13:ORGANIC BUILDUP,JIGSAW-PUZZLE,TIGHT CARBONATELATERAL FACIES CHANGE,180.0,0.45,15.24,CARBONATES,PACKSTONE/GRAINSTONE/BAFFLESTONE,PHYLLOID ALGAE,,MOLDIC/SHELTER,10.0,15.0,41.0,0.53,0.0,0.0,660.0,,1.35,1739.0,150000.0,23.3,1440.0,16.0,41.0,,CONTINUOUS WATER INJECTION,MISCIBLE,DRILLING/STIMULATION/WATER INJECTION OPTIMIZATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL/MULTI-LATERAL WELL,ACIDIZATION,MODIFICATION IN INJECTION PATTERN,ROD PUMP,,PUMP SIZE OPTIMIZATION/RE-COMPLETION,930.0
ANETH,PARADOX (DESERT CREEK) (ANETH UNIT),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,PARADOX,37.3038,-109.2469,OIL,1995.0,ENHANCED OIL RECOVERY,MATURE,200.00,0.0,27410.0,ONSHORE,-4750.0,122.0,2170.0,GAS DRIVE,2121:ORGANIC BUILDUP,5470.0,720.0,2.0,260.0,CARBONIFEROUS,13:ORGANIC BUILDUP,JIGSAW-PUZZLE,TIGHT CARBONATELATERAL FACIES CHANGE,180.0,0.45,15.24,CARBONATES,PACKSTONE/GRAINSTONE/BAFFLESTONE,PHYLLOID ALGAE,,MOLDIC/SHELTER,10.0,15.0,41.0,0.53,0.0,0.0,660.0,,1.35,1739.0,150000.0,23.3,421.0,15.0,39.0,,CONTINUOUS WATER INJECTION,MISCIBLE,DRILLING/STIMULATION/WATER INJECTION OPTIMIZATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL/MULTI-LATERAL WELL,ACIDIZATION,MODIFICATION IN INJECTION PATTERN,ROD PUMP,,PUMP SIZE OPTIMIZATION/RE-COMPLETION,930.0
APPLETON,SMACKOVER,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,31.2486,-87.136,OIL,2011.0,PRIMARY RECOVERY,MATURE,6.00,160.0,1325.0,ONSHORE,-200.0,279.0,6270.0,AQUIFER DRIVE,1142:BASEMENT-DRAPE ANTICLINE,12717.0,12517.0,2.5,190.0,JURASSIC,12:HIGH-ENERGY CARBONATE SAND,TANK LIKE,TIGHT CARBONATENONE,200.0,,,CARBONATES,PACKSTONE/GRAINSTONE/BOUNDSTONE,ALGAE/PELOID,,INTERCRYSTALLINE/SHELTER,16.0,200.0,51.7,,0.0,0.0,1594.0,,,3028.0,,,3.8,75.0,75.0,,,,DRILLING/OTHER RESERVOIR MANAGEMENT,INFILL WELL,,,,,SIDETRACKING,12920.0
ARDMORE,ZECHSTEIN,1P ,UNITED KINGDOM,EUROPE,NORTH SEA CENTRAL,56.1719,2.7673,OIL,2005.0,ABANDONED,,13.00,0.0,22688.0,OFFSHORE,260.0,207.4841364613764,5270.0,AQUIFER DRIVE,2212:PALEOSTRUCTURAL SUBCROP,8390.0,8650.0,4.0,780.0,PERMIAN,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE, NON-FRACTURED ZONE/NON-KARSTIC ZONE,80.0,,,CARBONATES,MUDSTONE/BRECCIA,,TYPE II,CHANNEL/VUGGY,12.0,,37.0,0.75,6.0,0.0,300.0,,1.26,1152.0,35000.0,,261.0,30.7,30.7,,,,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),,ESP/GAS LIFT,,HIGH WATER-CUT WELL SHUT-IN/RE-COMPLETION/SIDETRACKING/STEP-OUT DEVELOPMENT DRILLING/WATER PLUGGING,
ARENQUE,LOWER TAMAULIPAS,1P ,MEXICO,LATIN AMERICA,TAMPICO-MISANTLA,22.2569,-97.5083,OIL,2008.0,DEVELOPING,MATURE,,0.0,,OFFSHORE,180.0,257.0,8648.0,GAS DRIVE,1142:BASEMENT-DRAPE ANTICLINE,10270.0,10450.0,4.0,,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,TIGHT CARBONATENONE,290.0,0.13,,CARBONATES,WACKESTONE/PACKSTONE,ALGAE/FORAMINIFERA,TYPE II,FRACTURE,11.0,1.0,22.0,,0.0,0.0,,,,,55000.0,26.0,433.0,,16.2,,,,,,,,,,,10990.0
ARENQUE,SAN ANDRES,1P ,MEXICO,LATIN AMERICA,TAMPICO-MISANTLA,22.2569,-97.5083,OIL,2008.0,SECONDARY RECOVERY,MATURE,29.00,160.0,24750.0,OFFSHORE,180.0,257.0,8648.0,AQUIFER DRIVE,2232:ONLAP ONTO STRUCTURAL FLANK UNCONFORMITY,10765.0,10945.0,4.0,330.0,JURASSIC,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,BLOCK-BOUNDING FAULTNONE,260.0,0.37,,CARBONATES,PACKSTONE/GRAINSTONE,OOLITE,,INTERPARTICLE,18.0,9.0,34.0,,0.0,0.0,1400.0,,,5475.0,60000.0,30.0,600.0,,25.0,,CONTINUOUS WATER INJECTION,,DRILLING,HORIZONTAL WELL,,,,,,10990.0
ARLAN,KASHIRA-PODOL,1P ,RUSSIAN FEDERATION,FORMER SOVIET UNION,VOLGA-URAL,55.8569,54.3689,OIL,2000.0,SECONDARY RECOVERY,DECLINE,,45.0,,ONSHORE,-490.0,64.0,1494.0,GAS DRIVE,1162:BURIED-PALEORELIEF COMPACTION ANTICLINE,2750.0,2260.0,1.5,130.0,CARBONIFEROUS,12:HIGH-ENERGY CARBONATE SAND,LABYRINTH,TIGHT CARBONATELATERAL FACIES CHANGE,141.0,,7.92,CARBONATES,PACKSTONE/GRAINSTONE,,,INTERPARTICLE,19.0,24.0,32.0,25.0,3.7,42.5,71.0,,1.05,558.0,9116.0,20.0,1310.0,,19.0,,CONTINUOUS WATER INJECTION,,,,,,,,,2300.0
ASAB,THAMAMA ZONES A-C,1P ,UNITED ARAB EMIRATES,MIDDLE EAST,RUB AL KHALI,23.298,54.2216,OIL,1998.0,SECONDARY RECOVERY,SECONDARY DECLINE,300.00,250.0,410121.0,ONSHORE,-350.0,250.0,3930.0,AQUIFER DRIVE,1151:SALT-DIAPIR ANTICLINE,7770.0,7420.0,3.0,530.0,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TIGHT CARBONATERESERVOIR BODY BOUNDARY,274.0,0.91,76.2,CARBONATES,PACKSTONE/GRAINSTONE,PELOID,,INTERPARTICLE,30.0,20.0,41.0,0.3,0.0,0.0,850.0,,1.6,2220.0,170000.0,,15000.0,20.0,45.0,,CONTINUOUS WATER INJECTION/WAG IMMISCIBLE INJECTION,,DRILLING/STIMULATION/WATER INJECTION OPTIMIZATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL,ACIDIZATION,,ESP/GAS LIFT,,ACID WASH/RE-COMPLETION/SIDETRACKING/WATER PLUGGING,7700.0
ASHTART,EL GARIA,1P ,TUNISIA,AFRICA,PELAGIAN,34.29,11.3989,OIL,2009.0,SECONDARY RECOVERY,DECLINE,32.00,247.0,47331.0,OFFSHORE,220.0,291.0,4187.0,GAS DRIVE,2111:LATERAL FACIES CHANGE,8737.0,8957.0,3.0,860.0,PALEOGENE,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,BLOCK-BOUNDING FAULTNONE,,,,CARBONATES,PACKSTONE,NUMMULITE,TYPE IV,MICROPOROSITY,17.2,42.0,29.6,0.56,0.0,1.5,511.0,,1.25,2239.0,26000.0,26.3,944.0,18.0,37.0,,CONTINUOUS WATER INJECTION,,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL,ACIDIZATION,,ESP/GAS LIFT,,RE-COMPLETION/SIDETRACKING,9508.0
