SampleTimeUTC,inj_diff,Delta_Avg_CCS1_WHCO2InjPs_psi,Delta_Avg_PLT_CO2VentRate_TPH
2009-10-01 00:00:00,0.0,0.0,0.0
2009-10-01 01:00:00,0.0,-0.505859375,0.0
2009-10-01 02:00:00,0.0,-0.0592447909999998,0.0
2009-10-01 03:00:00,0.0,-0.0592447920000001,0.0
2009-10-01 04:00:00,0.0,0.0865885420000001,0.0
2009-10-01 05:00:00,0.0,-0.4967447920000001,0.0
2009-10-01 06:00:00,0.0,-0.10026041699999999,0.0
2009-10-01 07:00:00,0.0,-0.186848958,0.0
2009-10-01 08:00:00,0.0,-0.267465876,0.0
2009-10-01 09:00:00,0.0,-0.08800287400000001,0.0
2009-10-01 10:00:00,0.0,0.0,0.0
2009-10-01 11:00:00,0.0,0.0,0.0
2009-10-01 12:00:00,0.0,0.0,0.0
2009-10-01 13:00:00,0.0,0.0,0.0
2009-10-01 14:00:00,0.0,0.0,0.0
2009-10-01 15:00:00,0.0,0.0,0.0
2009-10-01 16:00:00,0.0,0.0,0.0
2009-10-01 17:00:00,0.0,0.0,0.0
2009-10-01 18:00:00,0.0,0.150390625,0.0
2009-10-01 19:00:00,0.0,0.396484375,0.0
2009-10-01 20:00:00,0.0,0.46484375,0.0
2009-10-01 21:00:00,0.0,0.08203125,0.0
2009-10-01 22:00:00,0.0,0.0,0.0
2009-10-01 23:00:00,0.0,0.08203125,0.0
2009-10-02 00:00:00,0.0,-0.1868489579999999,0.0
2009-10-02 01:00:00,0.0,0.3509114579999999,0.0
2009-10-02 02:00:00,0.0,-0.328125,0.0
2009-10-02 03:00:00,0.0,-0.428385417,0.0
2009-10-02 04:00:00,0.0,-0.07291666600000002,0.0
2009-10-02 05:00:00,0.0,-0.323567709,0.0
2009-10-02 06:00:00,0.0,-0.186848958,0.0
2009-10-02 07:00:00,0.0,0.0,0.0
2009-10-02 08:00:00,0.0,0.0,0.0
2009-10-02 09:00:00,0.0,0.0,0.0
2009-10-02 10:00:00,0.0,0.0,0.0
2009-10-02 11:00:00,0.0,0.0,0.0
2009-10-02 12:00:00,0.0,0.0,0.0
2009-10-02 13:00:00,0.0,0.0,0.0
2009-10-02 14:00:00,0.0,0.0,0.0
2009-10-02 15:00:00,0.0,0.0,0.0
2009-10-02 16:00:00,0.0,0.0,0.0
2009-10-02 17:00:00,0.0,0.0,0.0
2009-10-02 18:00:00,0.0,0.009943181999999995,0.0
2009-10-02 19:00:00,0.0,0.464015151,0.0
2009-10-02 20:00:00,0.0,0.5833333340000001,0.0
2009-10-02 21:00:00,0.0,0.0364583329999999,0.0
2009-10-02 22:00:00,0.0,0.0,0.0
2009-10-02 23:00:00,0.0,0.451171875,0.0
2009-10-03 00:00:00,0.0,-0.177734375,0.0
2009-10-03 01:00:00,0.0,-0.3235677079999999,0.0
2009-10-03 02:00:00,0.0,0.0501302079999999,0.0
2009-10-03 03:00:00,0.0,-0.009114582999999898,0.0
2009-10-03 04:00:00,0.0,0.0546875,0.0
2009-10-03 05:00:00,0.0,-0.0638020840000002,0.0
2009-10-03 06:00:00,0.0,-0.3190104159999999,0.0
2009-10-03 07:00:00,0.0,-0.524088542,0.0
2009-10-03 08:00:00,0.0,-0.227864583,0.0
2009-10-03 09:00:00,0.0,-0.004557291999999991,0.0
2009-10-03 10:00:00,0.0,0.0,0.0
2009-10-03 11:00:00,0.0,0.0,0.0
2009-10-03 12:00:00,0.0,0.030381943999999994,0.0
2009-10-03 13:00:00,0.0,0.0,0.0
2009-10-03 14:00:00,0.0,-0.030381943999999994,0.0
2009-10-03 15:00:00,0.0,0.8307355940000001,0.0
2009-10-03 16:00:00,0.0,0.775289897,0.0
2009-10-03 17:00:00,0.0,0.5907388189999998,0.0
2009-10-03 18:00:00,0.0,0.36238592700000005,0.0
2009-10-03 19:00:00,0.0,0.5410968880000002,0.0
2009-10-03 20:00:00,0.0,-0.14892575200000024,0.0
2009-10-03 21:00:00,0.0,0.34749342000000016,0.0
2009-10-03 22:00:00,0.0,0.12906898499999997,0.0
2009-10-03 23:00:00,0.0,0.10424801500000003,0.0
2009-10-04 00:00:00,0.0,0.27799474400000035,0.0
2009-10-04 01:00:00,0.0,0.029785122999999913,0.0
2009-10-04 02:00:00,0.0,-0.7396645350000002,0.0
2009-10-04 03:00:00,0.0,-0.49641917199999996,0.0
2009-10-04 04:00:00,0.0,-0.05460609800000027,0.0
2009-10-04 05:00:00,0.0,-0.40209946799999985,0.0
2009-10-04 06:00:00,0.0,0.377278515,0.0
2009-10-04 07:00:00,0.0,-0.18863924799999987,0.0
2009-10-04 08:00:00,0.0,-0.19247710899999992,0.0
2009-10-04 09:00:00,0.0,-0.02098309200000026,0.0
2009-10-04 10:00:00,0.0,0.12410476199999998,0.0
2009-10-04 11:00:00,0.0,-0.1985676220000001,0.0
2009-10-04 12:00:00,0.0,-0.46663409899999975,0.0
2009-10-04 13:00:00,0.0,-0.21346025700000015,0.0
2009-10-04 14:00:00,0.0,-0.05124055699999985,0.0
2009-10-04 15:00:00,0.0,0.13066761299999996,0.0
2009-10-04 16:00:00,0.0,-0.029785128999999966,0.0
2009-10-04 17:00:00,0.0,0.5013834339999999,0.0
2009-10-04 18:00:00,0.0,0.4169920560000002,0.0
2009-10-04 19:00:00,0.0,0.2631021090000001,0.0
2009-10-04 20:00:00,0.0,0.01489258999999965,0.0
2009-10-04 21:00:00,0.0,0.11914058500000024,0.0
2009-10-04 22:00:00,0.0,-0.02482095800000028,0.0
2009-10-04 23:00:00,0.0,0.9580889940000001,0.0
2009-10-05 00:00:00,0.0,-0.6453449170000001,0.0
2009-10-05 01:00:00,0.0,0.9878741189999998,0.0
2009-10-05 02:00:00,0.0,-0.05957029899999977,0.0
2009-10-05 03:00:00,0.0,-1.151692428,0.0
2009-10-05 04:00:00,0.0,0.22835279900000005,0.0
2009-10-05 05:00:00,0.0,-0.42195629499999976,0.0
2009-10-05 06:00:00,0.0,-0.04964190700000026,0.0
2009-10-05 07:00:00,0.0,0.004964191000000007,0.0
2009-10-05 08:00:00,0.0,-0.2730304939999999,0.0
2009-10-05 09:00:00,0.0,0.31770821000000016,0.0
2009-10-05 10:00:00,0.0,-0.11914057700000003,0.0
2009-10-05 11:00:00,0.0,-0.36238592300000017,0.0
2009-10-05 12:00:00,0.0,-0.16381831499999988,0.0
2009-10-05 13:00:00,0.0,-0.29785155500000005,0.0
2009-10-05 14:00:00,0.0,-0.18367513599999996,0.0
2009-10-05 15:00:00,0.0,0.42692057299999986,0.0
2009-10-05 16:00:00,0.0,0.059570305999999906,0.0
2009-10-05 17:00:00,0.0,0.30777981100000007,0.0
2009-10-05 18:00:00,0.0,0.3425292,0.0
2009-10-05 19:00:00,0.0,0.5063475550000001,0.0
2009-10-05 20:00:00,0.0,0.5758462390000001,0.0
2009-10-05 21:00:00,0.0,0.09928383399999996,0.0
2009-10-05 22:00:00,0.0,-0.3028156900000001,0.0
2009-10-05 23:00:00,0.0,0.4169920770000002,0.0
2009-10-06 00:00:00,0.0,0.25317374199999954,0.0
2009-10-06 01:00:00,0.0,-0.16878249999999984,0.0
2009-10-06 02:00:00,0.0,-0.22835277899999973,0.0
2009-10-06 03:00:00,0.0,-0.17871090200000017,0.0
2009-10-06 04:00:00,0.0,-0.5262043219999999,0.0
2009-10-06 05:00:00,0.0,0.16381833599999984,0.0
2009-10-06 06:00:00,0.0,0.4715982040000002,0.0
2009-10-06 07:00:00,0.0,-0.7843423010000001,0.0
2009-10-06 08:00:00,0.0,-0.297851493,0.0
2009-10-06 09:00:00,0.0,-0.009928383999999735,0.0
2009-10-06 10:00:00,0.0,-0.2184243910000001,0.0
2009-10-06 11:00:00,0.0,0.1489257209999999,0.0
2009-10-06 12:00:00,0.0,-0.09928381400000008,0.0
2009-10-06 13:00:00,0.0,-0.09431961599999994,0.0
2009-10-06 14:00:00,0.0,-0.392171099,0.0
2009-10-06 15:00:00,0.0,0.09431964799999992,0.0
2009-10-06 16:00:00,0.0,-0.06949870000000002,0.0
2009-10-06 17:00:00,0.0,0.6056313020000004,0.0
2009-10-06 18:00:00,0.0,0.16381831700000005,0.0
2009-10-06 19:00:00,0.0,0.1588541349999999,0.0
2009-10-06 20:00:00,0.0,0.41699210399999975,0.0
2009-10-06 21:00:00,0.0,0.32763665300000033,0.0
2009-10-06 22:00:00,0.0,-0.2482095830000004,0.0
2009-10-06 23:00:00,0.0,0.4120279070000006,0.0
2009-10-07 00:00:00,0.0,0.268066299,0.0
2009-10-07 01:00:00,0.0,-0.2829588710000004,0.0
2009-10-07 02:00:00,0.0,-0.0496419170000002,0.0
2009-10-07 03:00:00,0.0,-0.4368488709999996,0.0
2009-10-07 04:00:00,0.0,-1.077229516,0.0
2009-10-07 05:00:00,0.0,1.166584967,0.0
2009-10-07 06:00:00,0.0,-0.3971353369999999,0.0
2009-10-07 07:00:00,0.0,-0.2382812030000001,0.0
2009-10-07 08:00:00,0.0,-0.1588541349999999,0.0
2009-10-07 09:00:00,0.0,0.0,0.0
2009-10-07 10:00:00,0.0,0.0,0.0
2009-10-07 11:00:00,0.0,0.1886392859999999,0.0
2009-10-07 12:00:00,0.0,-0.41202786400000013,0.0
2009-10-07 13:00:00,0.0,-0.16878250099999992,0.0
2009-10-07 14:00:00,0.0,0.13899735999999985,0.0
2009-10-07 15:00:00,0.0,-0.04467774399999991,0.0
2009-10-07 16:00:00,0.0,0.33260082199999985,0.0
2009-10-07 17:00:00,0.0,0.372314362,0.0
2009-10-07 18:00:00,0.0,0.18863928500000027,0.0
2009-10-07 19:00:00,0.0,0.4864907879999998,0.0
2009-10-07 20:00:00,0.0,0.08935545100000031,0.0
2009-10-07 21:00:00,0.0,0.01985676699999983,0.0
2009-10-07 22:00:00,0.0,0.0,0.0
2009-10-07 23:00:00,0.0,-0.03474937299999992,0.0
2009-10-08 00:00:00,0.0,0.3574217700000002,0.0
2009-10-08 01:00:00,0.0,0.029785143999999875,0.0
2009-10-08 02:00:00,0.0,-0.35245754100000015,0.0
2009-10-08 03:00:00,0.0,-0.009928384000000179,0.0
2009-10-08 04:00:00,0.0,-0.13899736799999962,0.0
2009-10-08 05:00:00,0.0,-0.5659178390000004,0.0
2009-10-08 06:00:00,0.0,-0.06453448299999964,0.0
2009-10-08 07:00:00,0.0,-0.5609536590000004,0.0
2009-10-08 08:00:00,0.0,-0.06949866399999971,0.0
2009-10-08 09:00:00,0.0,0.2283527689999998,0.0
2009-10-08 10:00:00,0.0,-0.009928383999999735,0.0
2009-10-08 11:00:00,0.0,0.009928383999999735,0.0
2009-10-08 12:00:00,0.0,0.0,0.0
2009-10-08 13:00:00,0.0,-0.1538899149999997,0.0
2009-10-08 14:00:00,0.0,0.15388992899999998,0.0
2009-10-08 15:00:00,0.0,-0.009928398000000005,0.0
2009-10-08 16:00:00,0.0,-0.15388991000000019,0.0
2009-10-08 17:00:00,0.0,0.273030511,0.0
2009-10-08 18:00:00,0.0,0.6850584570000002,0.0
2009-10-08 19:00:00,0.0,0.24820958599999976,0.0
2009-10-08 20:00:00,0.0,0.13899736800000007,0.0
2009-10-08 21:00:00,0.0,-0.009928384000000179,0.0
2009-10-08 22:00:00,0.0,-0.22338862799999992,0.0
2009-10-08 23:00:00,0.0,0.44677721700000017,0.0
2009-10-09 00:00:00,0.0,-0.1042479949999997,0.0
2009-10-09 01:00:00,0.0,-0.09928382899999999,0.0
2009-10-09 02:00:00,0.0,-1.0027667140000003,0.0
2009-10-09 03:00:00,0.0,0.6850584469999998,0.0
2009-10-09 04:00:00,0.0,0.15760265800000006,0.0
2009-10-09 05:00:00,0.0,-0.4058122439999998,0.0
2009-10-09 06:00:00,0.0,-0.32763665300000033,0.0
2009-10-09 07:00:00,0.0,0.6503090950000003,0.0
2009-10-09 08:00:00,0.0,-0.963053172,0.0
2009-10-09 09:00:00,0.0,0.044677723999999586,0.0
2009-10-09 10:00:00,0.0,-0.03971353399999966,0.0
2009-10-09 11:00:00,0.0,0.0,0.0
2009-10-09 12:00:00,0.0,-0.2928872520000003,0.0
2009-10-09 13:00:00,0.0,-0.09928380699999995,0.0
2009-10-09 14:00:00,0.0,-0.22338861199999993,0.0
2009-10-09 15:00:00,0.0,0.11417640800000006,0.0
2009-10-09 16:00:00,0.0,-0.10921223300000005,0.0
2009-10-09 17:00:00,0.0,0.5559893979999999,0.0
2009-10-09 18:00:00,0.0,0.05460609800000027,0.0
2009-10-09 19:00:00,0.0,0.21842443599999983,0.0
2009-10-09 20:00:00,0.0,0.8538409750000002,0.0
2009-10-09 21:00:00,0.0,0.029785149999999927,0.0
2009-10-09 22:00:00,0.0,-0.3673501830000001,0.0
2009-10-09 23:00:00,0.0,0.5708820230000002,0.0
2009-10-10 00:00:00,0.0,-0.09928381699999989,0.0
2009-10-10 01:00:00,0.0,-0.014892572000000381,0.0
2009-10-10 02:00:00,0.0,-0.34749342000000016,0.0
2009-10-10 03:00:00,0.0,0.32763665300000033,0.0
2009-10-10 04:00:00,0.0,-0.39713533700000037,0.0
2009-10-10 05:00:00,0.0,-0.23828121399999969,0.0
2009-10-10 06:00:00,0.0,-0.004964184999999954,0.0
2009-10-10 07:00:00,0.0,-0.531168509,0.0
2009-10-10 08:00:00,0.0,-0.019856762999999944,0.0
2009-10-10 09:00:00,0.0,-0.07942705100000014,0.0
2009-10-10 10:00:00,0.0,-0.690022592,0.0
2009-10-10 11:00:00,0.0,0.12410480200000018,0.0
2009-10-10 12:00:00,0.0,-0.11417643600000016,0.0
2009-10-10 13:00:00,0.0,0.25813801699999983,0.0
2009-10-10 14:00:00,0.0,-0.1538899469999997,0.0
2009-10-10 15:00:00,0.0,0.2084960429999998,0.0
2009-10-10 16:00:00,0.0,0.24820953600000006,0.0
2009-10-10 17:00:00,0.0,0.23331697500000015,0.0
2009-10-10 18:00:00,0.0,0.19360347599999983,0.0
2009-10-10 19:00:00,0.0,0.03971352599999989,0.0
2009-10-10 20:00:00,0.0,0.675130073,0.0
2009-10-10 21:00:00,0.0,0.2730305440000005,0.0
2009-10-10 22:00:00,0.0,0.23828115399999916,0.0
2009-10-10 23:00:00,0.0,-0.1687824839999994,0.0
2009-10-11 00:00:00,0.0,-0.3127440650000004,0.0
2009-10-11 01:00:00,0.0,-0.268066347,0.0
2009-10-11 02:00:00,0.0,-0.6885929469999996,-0.17119349999999756
2009-10-11 03:00:00,0.0,-2.803418467,-5.183333333
2009-10-11 04:00:00,0.0,0.0,0.0
2009-10-11 05:00:00,0.0,0.0,0.0
2009-10-11 06:00:00,0.0,0.0,0.0
2009-10-11 07:00:00,0.0,0.0,0.0
2009-10-11 08:00:00,0.0,0.0,0.0
2009-10-11 09:00:00,0.0,0.0,0.0
2009-10-11 10:00:00,0.0,0.0,0.0
2009-10-11 11:00:00,0.0,0.0,0.0
2009-10-11 12:00:00,0.0,0.0,0.0
2009-10-11 13:00:00,0.0,0.0,0.0
2009-10-11 14:00:00,0.0,0.0,0.0
2009-10-11 15:00:00,0.0,0.0,0.0
2009-10-11 16:00:00,0.0,0.229139017,1.676997593
2009-10-11 17:00:00,0.0,2.721775495,5.075
2009-10-11 18:00:00,0.0,0.17374671099999972,0.0
2009-10-11 19:00:00,0.0,0.3772785700000001,0.0
2009-10-11 20:00:00,0.0,0.5410968880000002,0.0
2009-10-11 21:00:00,0.0,-0.044677716000000256,0.0
